"","Site","Buffer_m","Year","Class","Pixels"
"26104","MIKEL",10000,2016,"Apples",234
"26105","MIKEL",10000,2016,"Grapes",32
"26106","MIKEL",10000,2016,"Christmas Trees",41
"26107","MIKEL",10000,2016,"Other Tree Crops",11
"26108","MIKEL",10000,2016,"Open Water",22604
"26109","MIKEL",10000,2016,"Developed/Open Space",25148
"26110","MIKEL",10000,2016,"Developed/Low Intensity",8804
"26111","MIKEL",10000,2016,"Developed/Med Intensity",1394
"26112","MIKEL",10000,2016,"Developed/High Intensity",365
"26113","MIKEL",10000,2016,"Deciduous Forest",113408
"26114","MIKEL",10000,2016,"Evergreen Forest",2205
"26115","MIKEL",10000,2016,"Mixed Forest",449
"26116","MIKEL",10000,2016,"Grassland/Pasture",24937
"26117","MIKEL",10000,2016,"Woody Wetlands",52224
"26118","MIKEL",10000,2016,"Herbaceous Wetlands",504
"26119","MIKEL",10000,2016,"Triticale",13
"26120","MIKEL",10000,2016,"Squash",18
"26121","MIKEL",10000,2016,"Dbl Crop WinWht/Corn",2
"26122","MIKEL",10000,2016,"Dbl Crop Oats/Corn",3
"26123","MIKEL",10000,2016,"Pumpkins",6
"26124","MIKEL",10000,2016,"Dbl Crop Soybeans/Oats",5
"26125","MIKEL",10000,2016,"Blueberries",80
"26126","MIKEL",10000,2016,"Cabbage",21
"26127","MIKEL",10000,2016,"Celery",1
"26128","MIKEL",10000,2017,"Corn",45503
"26129","MIKEL",10000,2017,"Sorghum",5
"26130","MIKEL",10000,2017,"Soybeans",17346
"26131","MIKEL",10000,2017,"Barley",52
"26132","MIKEL",10000,2017,"Spring Wheat",7
"26133","MIKEL",10000,2017,"Winter Wheat",6335
"26134","MIKEL",10000,2017,"Dbl Crop WinWht/Soybeans",9
"26135","MIKEL",10000,2017,"Rye",104
"26136","MIKEL",10000,2017,"Oats",954
"26137","MIKEL",10000,2017,"Alfalfa",22202
"26138","MIKEL",10000,2017,"Other Hay/Non Alfalfa",482
"26139","MIKEL",10000,2017,"Dry Beans",247
"26140","MIKEL",10000,2017,"Potatoes",12
"26141","MIKEL",10000,2017,"Watermelons",2
"26142","MIKEL",10000,2017,"Cucumbers",22
"26143","MIKEL",10000,2017,"Peas",46
"26144","MIKEL",10000,2017,"Clover/Wildflowers",23
"26145","MIKEL",10000,2017,"Sod/Grass Seed",2
"26146","MIKEL",10000,2017,"Fallow/Idle Cropland",89
"26147","MIKEL",10000,2017,"Shrubland",158
"26148","MIKEL",10000,2017,"Barren",186
"26149","MIKEL",10000,2017,"Cherries",2
"26150","MIKEL",10000,2017,"Apples",70
"26151","MIKEL",10000,2017,"Grapes",14
"26152","MIKEL",10000,2017,"Christmas Trees",3
"26153","MIKEL",10000,2017,"Other Tree Crops",2
"26154","MIKEL",10000,2017,"Open Water",22954
"26155","MIKEL",10000,2017,"Developed/Open Space",25035
"26156","MIKEL",10000,2017,"Developed/Low Intensity",8701
"26157","MIKEL",10000,2017,"Developed/Med Intensity",1313
"26158","MIKEL",10000,2017,"Developed/High Intensity",316
"26159","MIKEL",10000,2017,"Deciduous Forest",107477
"26160","MIKEL",10000,2017,"Evergreen Forest",1802
"26161","MIKEL",10000,2017,"Mixed Forest",315
"26162","MIKEL",10000,2017,"Grassland/Pasture",41981
"26163","MIKEL",10000,2017,"Woody Wetlands",44771
"26164","MIKEL",10000,2017,"Herbaceous Wetlands",376
"26165","MIKEL",10000,2017,"Triticale",2
"26166","MIKEL",10000,2017,"Squash",16
"26167","MIKEL",10000,2017,"Dbl Crop WinWht/Corn",2
"26168","MIKEL",10000,2017,"Pumpkins",4
"26169","MIKEL",10000,2017,"Blueberries",68
"26170","MIKEL",10000,2017,"Celery",6
"26171","MIKEL",10000,2017,"Turnips",1
"26172","MIKEL",1000,2008,"Corn",682
"26173","MIKEL",1000,2008,"Soybeans",494
"26174","MIKEL",1000,2008,"Winter Wheat",390
"26175","MIKEL",1000,2008,"Rye",1
"26176","MIKEL",1000,2008,"Alfalfa",264
"26177","MIKEL",1000,2008,"Dry Beans",4
"26178","MIKEL",1000,2008,"Potatoes",3
"26179","MIKEL",1000,2008,"Cucumbers",3
"26180","MIKEL",1000,2008,"Fallow/Idle Cropland",6
"26181","MIKEL",1000,2008,"Open Water",70
"26182","MIKEL",1000,2008,"Developed/Open Space",126
"26183","MIKEL",1000,2008,"Developed/Low Intensity",64
"26184","MIKEL",1000,2008,"Developed/Med Intensity",6
"26185","MIKEL",1000,2008,"Developed/High Intensity",3
"26186","MIKEL",1000,2008,"Barren",5
"26187","MIKEL",1000,2008,"Deciduous Forest",396
"26188","MIKEL",1000,2008,"Evergreen Forest",58
"26189","MIKEL",1000,2008,"Mixed Forest",3
"26190","MIKEL",1000,2008,"Grassland/Pasture",687
"26191","MIKEL",1000,2008,"Woody Wetlands",218
"26192","MIKEL",1000,2008,"Herbaceous Wetlands",2
"26193","MIKEL",1000,2008,"Blueberries",1
"26194","MIKEL",1000,2009,"Corn",757
"26195","MIKEL",1000,2009,"Soybeans",613
"26196","MIKEL",1000,2009,"Winter Wheat",187
"26197","MIKEL",1000,2009,"Alfalfa",345
"26198","MIKEL",1000,2009,"Other Hay/Non Alfalfa",9
"26199","MIKEL",1000,2009,"Dry Beans",5
"26200","MIKEL",1000,2009,"Potatoes",1
"26201","MIKEL",1000,2009,"Fallow/Idle Cropland",20
"26202","MIKEL",1000,2009,"Open Water",85
"26203","MIKEL",1000,2009,"Developed/Open Space",121
"26204","MIKEL",1000,2009,"Developed/Low Intensity",70
"26205","MIKEL",1000,2009,"Developed/Med Intensity",6
"26206","MIKEL",1000,2009,"Developed/High Intensity",2
"26207","MIKEL",1000,2009,"Deciduous Forest",439
"26208","MIKEL",1000,2009,"Evergreen Forest",21
"26209","MIKEL",1000,2009,"Shrubland",2
"26210","MIKEL",1000,2009,"Grassland/Pasture",611
"26211","MIKEL",1000,2009,"Woody Wetlands",187
"26212","MIKEL",1000,2009,"Herbaceous Wetlands",5
"26213","MIKEL",1000,2010,"Corn",478
"26214","MIKEL",1000,2010,"Soybeans",311
"26215","MIKEL",1000,2010,"Spring Wheat",2
"26216","MIKEL",1000,2010,"Winter Wheat",315
"26217","MIKEL",1000,2010,"Rye",4
"26218","MIKEL",1000,2010,"Oats",1
"26219","MIKEL",1000,2010,"Alfalfa",1035
"26220","MIKEL",1000,2010,"Other Hay/Non Alfalfa",73
"26221","MIKEL",1000,2010,"Dry Beans",14
"26222","MIKEL",1000,2010,"Sod/Grass Seed",1
"26223","MIKEL",1000,2010,"Fallow/Idle Cropland",5
"26224","MIKEL",1000,2010,"Barren",1
"26225","MIKEL",1000,2010,"Cherries",1
"26226","MIKEL",1000,2010,"Apples",2
"26227","MIKEL",1000,2010,"Grapes",1
"26228","MIKEL",1000,2010,"Open Water",58
"26229","MIKEL",1000,2010,"Developed/Open Space",123
"26230","MIKEL",1000,2010,"Developed/Low Intensity",64
"26231","MIKEL",1000,2010,"Developed/Med Intensity",2
"26232","MIKEL",1000,2010,"Deciduous Forest",402
"26233","MIKEL",1000,2010,"Evergreen Forest",27
"26234","MIKEL",1000,2010,"Mixed Forest",2
"26235","MIKEL",1000,2010,"Grassland/Pasture",312
"26236","MIKEL",1000,2010,"Woody Wetlands",249
"26237","MIKEL",1000,2010,"Herbaceous Wetlands",2
"26238","MIKEL",1000,2010,"Squash",1
"26239","MIKEL",1000,2011,"Corn",708
"26240","MIKEL",1000,2011,"Soybeans",127
"26241","MIKEL",1000,2011,"Winter Wheat",268
"26242","MIKEL",1000,2011,"Rye",1
"26243","MIKEL",1000,2011,"Oats",1
"26244","MIKEL",1000,2011,"Alfalfa",680
"26245","MIKEL",1000,2011,"Other Hay/Non Alfalfa",61
"26246","MIKEL",1000,2011,"Dry Beans",2
"26247","MIKEL",1000,2011,"Sod/Grass Seed",9
"26248","MIKEL",1000,2011,"Fallow/Idle Cropland",3
"26249","MIKEL",1000,2011,"Barren",2
"26250","MIKEL",1000,2011,"Cherries",1
"26251","MIKEL",1000,2011,"Apples",1
"26252","MIKEL",1000,2011,"Open Water",71
"26253","MIKEL",1000,2011,"Developed/Open Space",123
"26254","MIKEL",1000,2011,"Developed/Low Intensity",64
"26255","MIKEL",1000,2011,"Developed/Med Intensity",6
"26256","MIKEL",1000,2011,"Developed/High Intensity",3
"26257","MIKEL",1000,2011,"Deciduous Forest",434
"26258","MIKEL",1000,2011,"Evergreen Forest",46
"26259","MIKEL",1000,2011,"Mixed Forest",10
"26260","MIKEL",1000,2011,"Grassland/Pasture",666
"26261","MIKEL",1000,2011,"Woody Wetlands",197
"26262","MIKEL",1000,2011,"Herbaceous Wetlands",2
"26263","MIKEL",1000,2012,"Corn",480
"26264","MIKEL",1000,2012,"Soybeans",589
"26265","MIKEL",1000,2012,"Winter Wheat",63
"26266","MIKEL",1000,2012,"Oats",5
"26267","MIKEL",1000,2012,"Alfalfa",490
"26268","MIKEL",1000,2012,"Other Hay/Non Alfalfa",43
"26269","MIKEL",1000,2012,"Dry Beans",1
"26270","MIKEL",1000,2012,"Cucumbers",1
"26271","MIKEL",1000,2012,"Sod/Grass Seed",2
"26272","MIKEL",1000,2012,"Fallow/Idle Cropland",4
"26273","MIKEL",1000,2012,"Barren",25
"26274","MIKEL",1000,2012,"Open Water",79
"26275","MIKEL",1000,2012,"Developed/Open Space",122
"26276","MIKEL",1000,2012,"Developed/Low Intensity",70
"26277","MIKEL",1000,2012,"Developed/Med Intensity",2
"26278","MIKEL",1000,2012,"Developed/High Intensity",3
"26279","MIKEL",1000,2012,"Deciduous Forest",447
"26280","MIKEL",1000,2012,"Evergreen Forest",71
"26281","MIKEL",1000,2012,"Mixed Forest",3
"26282","MIKEL",1000,2012,"Grassland/Pasture",822
"26283","MIKEL",1000,2012,"Woody Wetlands",161
"26284","MIKEL",1000,2012,"Herbaceous Wetlands",3
"26285","MIKEL",1000,2013,"Background",408
"26286","MIKEL",1000,2013,"Rice",2
"26287","MIKEL",1000,2013,"Sorghum",293
"26288","MIKEL",1000,2013,"Spring Wheat",410
"26289","MIKEL",1000,2013,"Dbl Crop WinWht/Soybeans",3
"26290","MIKEL",1000,2013,"Rye",1
"26291","MIKEL",1000,2013,"Mustard",569
"26292","MIKEL",1000,2013,"Alfalfa",24
"26293","MIKEL",1000,2013,"Sugarbeets",2
"26294","MIKEL",1000,2013,"Clover/Wildflowers",1
"26295","MIKEL",1000,2013,"Switchgrass",1
"26296","MIKEL",1000,2013,"Shrubland",3
"26297","MIKEL",1000,2013,"Aquaculture",57
"26298","MIKEL",1000,2013,"Perennial Ice/Snow",126
"26299","MIKEL",1000,2013,"Developed/Open Space",66
"26300","MIKEL",1000,2013,"Developed/Low Intensity",4
"26301","MIKEL",1000,2013,"Developed/Med Intensity",3
"26302","MIKEL",1000,2013,"Developed/High Intensity",434
"26303","MIKEL",1000,2013,"Deciduous Forest",43
"26304","MIKEL",1000,2013,"Evergreen Forest",2
"26305","MIKEL",1000,2013,"Mixed Forest",816
"26306","MIKEL",1000,2013,"Grassland/Pasture",216
"26307","MIKEL",1000,2013,"Woody Wetlands",2
"26308","MIKEL",1000,2014,"Background",600
"26309","MIKEL",1000,2014,"Sorghum",383
"26310","MIKEL",1000,2014,"Spring Wheat",99
"26311","MIKEL",1000,2014,"Rye",17
"26312","MIKEL",1000,2014,"Mustard",744
"26313","MIKEL",1000,2014,"Alfalfa",6
"26314","MIKEL",1000,2014,"Switchgrass",27
"26315","MIKEL",1000,2014,"Aquaculture",71
"26316","MIKEL",1000,2014,"Perennial Ice/Snow",122
"26317","MIKEL",1000,2014,"Developed/Open Space",73
"26318","MIKEL",1000,2014,"Developed/Low Intensity",3
"26319","MIKEL",1000,2014,"Developed/Med Intensity",3
"26320","MIKEL",1000,2014,"Developed/High Intensity",399
"26321","MIKEL",1000,2014,"Deciduous Forest",59
"26322","MIKEL",1000,2014,"Mixed Forest",663
"26323","MIKEL",1000,2014,"Grassland/Pasture",217
"26324","MIKEL",1000,2015,"Background",479
"26325","MIKEL",1000,2015,"Sorghum",625
"26326","MIKEL",1000,2015,"Spring Wheat",41
"26327","MIKEL",1000,2015,"Rye",1
"26328","MIKEL",1000,2015,"Mustard",701
"26329","MIKEL",1000,2015,"Alfalfa",1
"26330","MIKEL",1000,2015,"Onions",4
"26331","MIKEL",1000,2015,"Peas",1
"26332","MIKEL",1000,2015,"Switchgrass",2
"26333","MIKEL",1000,2015,"Shrubland",8
"26334","MIKEL",1000,2015,"Aquaculture",102
"26335","MIKEL",1000,2015,"Perennial Ice/Snow",125
"26336","MIKEL",1000,2015,"Developed/Open Space",70
"26337","MIKEL",1000,2015,"Developed/Low Intensity",2
"26338","MIKEL",1000,2015,"Developed/Med Intensity",2
"26339","MIKEL",1000,2015,"Developed/High Intensity",448
"26340","MIKEL",1000,2015,"Deciduous Forest",43
"26341","MIKEL",1000,2015,"Evergreen Forest",5
"26342","MIKEL",1000,2015,"Mixed Forest",619
"26343","MIKEL",1000,2015,"Grassland/Pasture",202
"26344","MIKEL",1000,2015,"Woody Wetlands",3
"26345","MIKEL",1000,2015,"Pistachios",1
"26346","MIKEL",1000,2015,"Triticale",1
"26347","MIKEL",1000,2016,"Corn",116
"26348","MIKEL",1000,2016,"Soybeans",539
"26349","MIKEL",1000,2016,"Winter Wheat",534
"26350","MIKEL",1000,2016,"Rye",2
"26351","MIKEL",1000,2016,"Oats",9
"26352","MIKEL",1000,2016,"Alfalfa",704
"26353","MIKEL",1000,2016,"Other Hay/Non Alfalfa",14
"26354","MIKEL",1000,2016,"Dry Beans",24
"26355","MIKEL",1000,2016,"Cucumbers",5
"26356","MIKEL",1000,2016,"Sod/Grass Seed",1
"26357","MIKEL",1000,2016,"Fallow/Idle Cropland",7
"26358","MIKEL",1000,2016,"Barren",5
"26359","MIKEL",1000,2016,"Cherries",1
"26360","MIKEL",1000,2016,"Open Water",92
"26361","MIKEL",1000,2016,"Developed/Open Space",129
"26362","MIKEL",1000,2016,"Developed/Low Intensity",56
"26363","MIKEL",1000,2016,"Developed/Med Intensity",9
"26364","MIKEL",1000,2016,"Developed/High Intensity",3
"26365","MIKEL",1000,2016,"Deciduous Forest",606
"26366","MIKEL",1000,2016,"Evergreen Forest",53
"26367","MIKEL",1000,2016,"Grassland/Pasture",418
"26368","MIKEL",1000,2016,"Woody Wetlands",154
"26369","MIKEL",1000,2016,"Herbaceous Wetlands",2
"26370","MIKEL",1000,2016,"Triticale",3
"26371","MIKEL",1000,2017,"Corn",695
"26372","MIKEL",1000,2017,"Soybeans",351
"26373","MIKEL",1000,2017,"Barley",2
"26374","MIKEL",1000,2017,"Winter Wheat",74
"26375","MIKEL",1000,2017,"Rye",2
"26376","MIKEL",1000,2017,"Oats",4
"26377","MIKEL",1000,2017,"Alfalfa",748
"26378","MIKEL",1000,2017,"Other Hay/Non Alfalfa",11
"26379","MIKEL",1000,2017,"Shrubland",2
"26380","MIKEL",1000,2017,"Open Water",91
"26381","MIKEL",1000,2017,"Developed/Open Space",116
"26382","MIKEL",1000,2017,"Developed/Low Intensity",76
"26383","MIKEL",1000,2017,"Developed/Med Intensity",4
"26384","MIKEL",1000,2017,"Developed/High Intensity",3
"26385","MIKEL",1000,2017,"Deciduous Forest",592
"26386","MIKEL",1000,2017,"Evergreen Forest",5
"26387","MIKEL",1000,2017,"Mixed Forest",13
"26388","MIKEL",1000,2017,"Grassland/Pasture",562
"26389","MIKEL",1000,2017,"Woody Wetlands",133
"26390","MIKEL",1000,2017,"Herbaceous Wetlands",2
"26391","MIKEL",2000,2008,"Corn",2515
"26392","MIKEL",2000,2008,"Soybeans",1316
"26393","MIKEL",2000,2008,"Winter Wheat",636
"26394","MIKEL",2000,2008,"Rye",1
"26395","MIKEL",2000,2008,"Alfalfa",1067
"26396","MIKEL",2000,2008,"Dry Beans",32
"26397","MIKEL",2000,2008,"Potatoes",121
"26398","MIKEL",2000,2008,"Cucumbers",3
"26399","MIKEL",2000,2008,"Fallow/Idle Cropland",12
"26400","MIKEL",2000,2008,"Open Water",239
"26401","MIKEL",2000,2008,"Developed/Open Space",645
"26402","MIKEL",2000,2008,"Developed/Low Intensity",236
"26403","MIKEL",2000,2008,"Developed/Med Intensity",28
"26404","MIKEL",2000,2008,"Developed/High Intensity",10
"26405","MIKEL",2000,2008,"Barren",5
"26406","MIKEL",2000,2008,"Deciduous Forest",2788
"26407","MIKEL",2000,2008,"Evergreen Forest",192
"26408","MIKEL",2000,2008,"Mixed Forest",5
"26409","MIKEL",2000,2008,"Grassland/Pasture",2890
"26410","MIKEL",2000,2008,"Woody Wetlands",1209
"26411","MIKEL",2000,2008,"Herbaceous Wetlands",6
"26412","MIKEL",2000,2008,"Blueberries",1
"26413","MIKEL",2000,2009,"Corn",2776
"26414","MIKEL",2000,2009,"Soybeans",1089
"26415","MIKEL",2000,2009,"Winter Wheat",606
"26416","MIKEL",2000,2009,"Oats",5
"26417","MIKEL",2000,2009,"Alfalfa",1497
"26418","MIKEL",2000,2009,"Other Hay/Non Alfalfa",26
"26419","MIKEL",2000,2009,"Dry Beans",20
"26420","MIKEL",2000,2009,"Potatoes",2
"26421","MIKEL",2000,2009,"Fallow/Idle Cropland",32
"26422","MIKEL",2000,2009,"Cherries",12
"26423","MIKEL",2000,2009,"Apples",3
"26424","MIKEL",2000,2009,"Grapes",51
"26425","MIKEL",2000,2009,"Open Water",240
"26426","MIKEL",2000,2009,"Developed/Open Space",643
"26427","MIKEL",2000,2009,"Developed/Low Intensity",230
"26428","MIKEL",2000,2009,"Developed/Med Intensity",29
"26429","MIKEL",2000,2009,"Developed/High Intensity",9
"26430","MIKEL",2000,2009,"Barren",1
"26431","MIKEL",2000,2009,"Deciduous Forest",3184
"26432","MIKEL",2000,2009,"Evergreen Forest",78
"26433","MIKEL",2000,2009,"Mixed Forest",4
"26434","MIKEL",2000,2009,"Shrubland",10
"26435","MIKEL",2000,2009,"Grassland/Pasture",2516
"26436","MIKEL",2000,2009,"Woody Wetlands",888
"26437","MIKEL",2000,2009,"Herbaceous Wetlands",6
"26438","MIKEL",2000,2010,"Corn",2089
"26439","MIKEL",2000,2010,"Sorghum",1
"26440","MIKEL",2000,2010,"Soybeans",1080
"26441","MIKEL",2000,2010,"Sweet Corn",1
"26442","MIKEL",2000,2010,"Pop or Orn Corn",1
"26443","MIKEL",2000,2010,"Spring Wheat",2
"26444","MIKEL",2000,2010,"Winter Wheat",766
"26445","MIKEL",2000,2010,"Rye",8
"26446","MIKEL",2000,2010,"Oats",10
"26447","MIKEL",2000,2010,"Alfalfa",2927
"26448","MIKEL",2000,2010,"Other Hay/Non Alfalfa",200
"26449","MIKEL",2000,2010,"Dry Beans",99
"26450","MIKEL",2000,2010,"Potatoes",6
"26451","MIKEL",2000,2010,"Sod/Grass Seed",3
"26452","MIKEL",2000,2010,"Fallow/Idle Cropland",13
"26453","MIKEL",2000,2010,"Shrubland",2
"26454","MIKEL",2000,2010,"Barren",2
"26455","MIKEL",2000,2010,"Cherries",2
"26456","MIKEL",2000,2010,"Apples",9
"26457","MIKEL",2000,2010,"Grapes",1
"26458","MIKEL",2000,2010,"Open Water",199
"26459","MIKEL",2000,2010,"Developed/Open Space",630
"26460","MIKEL",2000,2010,"Developed/Low Intensity",209
"26461","MIKEL",2000,2010,"Developed/Med Intensity",18
"26462","MIKEL",2000,2010,"Developed/High Intensity",6
"26463","MIKEL",2000,2010,"Deciduous Forest",2812
"26464","MIKEL",2000,2010,"Evergreen Forest",118
"26465","MIKEL",2000,2010,"Mixed Forest",13
"26466","MIKEL",2000,2010,"Grassland/Pasture",1482
"26467","MIKEL",2000,2010,"Woody Wetlands",1241
"26468","MIKEL",2000,2010,"Herbaceous Wetlands",3
"26469","MIKEL",2000,2010,"Squash",2
"26470","MIKEL",2000,2010,"Blueberries",2
"26471","MIKEL",2000,2011,"Corn",1912
"26472","MIKEL",2000,2011,"Soybeans",905
"26473","MIKEL",2000,2011,"Winter Wheat",549
"26474","MIKEL",2000,2011,"Rye",1
"26475","MIKEL",2000,2011,"Oats",5
"26476","MIKEL",2000,2011,"Alfalfa",2104
"26477","MIKEL",2000,2011,"Other Hay/Non Alfalfa",182
"26478","MIKEL",2000,2011,"Dry Beans",4
"26479","MIKEL",2000,2011,"Sod/Grass Seed",28
"26480","MIKEL",2000,2011,"Fallow/Idle Cropland",7
"26481","MIKEL",2000,2011,"Barren",5
"26482","MIKEL",2000,2011,"Cherries",1
"26483","MIKEL",2000,2011,"Apples",4
"26484","MIKEL",2000,2011,"Christmas Trees",2
"26485","MIKEL",2000,2011,"Open Water",224
"26486","MIKEL",2000,2011,"Developed/Open Space",675
"26487","MIKEL",2000,2011,"Developed/Low Intensity",225
"26488","MIKEL",2000,2011,"Developed/Med Intensity",30
"26489","MIKEL",2000,2011,"Developed/High Intensity",9
"26490","MIKEL",2000,2011,"Deciduous Forest",2446
"26491","MIKEL",2000,2011,"Evergreen Forest",147
"26492","MIKEL",2000,2011,"Mixed Forest",45
"26493","MIKEL",2000,2011,"Grassland/Pasture",2881
"26494","MIKEL",2000,2011,"Woody Wetlands",1559
"26495","MIKEL",2000,2011,"Herbaceous Wetlands",7
"26496","MIKEL",2000,2012,"Corn",1086
"26497","MIKEL",2000,2012,"Soybeans",1533
"26498","MIKEL",2000,2012,"Winter Wheat",691
"26499","MIKEL",2000,2012,"Rye",1
"26500","MIKEL",2000,2012,"Oats",24
"26501","MIKEL",2000,2012,"Alfalfa",1676
"26502","MIKEL",2000,2012,"Other Hay/Non Alfalfa",128
"26503","MIKEL",2000,2012,"Dry Beans",1
"26504","MIKEL",2000,2012,"Onions",1
"26505","MIKEL",2000,2012,"Cucumbers",1
"26506","MIKEL",2000,2012,"Sod/Grass Seed",5
"26507","MIKEL",2000,2012,"Fallow/Idle Cropland",13
"26508","MIKEL",2000,2012,"Barren",31
"26509","MIKEL",2000,2012,"Grapes",5
"26510","MIKEL",2000,2012,"Open Water",236
"26511","MIKEL",2000,2012,"Developed/Open Space",646
"26512","MIKEL",2000,2012,"Developed/Low Intensity",242
"26513","MIKEL",2000,2012,"Developed/Med Intensity",20
"26514","MIKEL",2000,2012,"Developed/High Intensity",10
"26515","MIKEL",2000,2012,"Deciduous Forest",2950
"26516","MIKEL",2000,2012,"Evergreen Forest",208
"26517","MIKEL",2000,2012,"Mixed Forest",16
"26518","MIKEL",2000,2012,"Grassland/Pasture",3354
"26519","MIKEL",2000,2012,"Woody Wetlands",1066
"26520","MIKEL",2000,2012,"Herbaceous Wetlands",11
"26521","MIKEL",2000,2012,"Radishes",2
"26522","MIKEL",2000,2013,"Background",1196
"26523","MIKEL",2000,2013,"Rice",5
"26524","MIKEL",2000,2013,"Sorghum",1200
"26525","MIKEL",2000,2013,"Spring Wheat",865
"26526","MIKEL",2000,2013,"Dbl Crop WinWht/Soybeans",3
"26527","MIKEL",2000,2013,"Rye",1
"26528","MIKEL",2000,2013,"Mustard",1856
"26529","MIKEL",2000,2013,"Alfalfa",85
"26530","MIKEL",2000,2013,"Sugarbeets",15
"26531","MIKEL",2000,2013,"Onions",2
"26532","MIKEL",2000,2013,"Clover/Wildflowers",1
"26533","MIKEL",2000,2013,"Switchgrass",5
"26534","MIKEL",2000,2013,"Shrubland",14
"26535","MIKEL",2000,2013,"Aquaculture",215
"26536","MIKEL",2000,2013,"Perennial Ice/Snow",660
"26537","MIKEL",2000,2013,"Developed/Open Space",212
"26538","MIKEL",2000,2013,"Developed/Low Intensity",25
"26539","MIKEL",2000,2013,"Developed/Med Intensity",10
"26540","MIKEL",2000,2013,"Developed/High Intensity",2892
"26541","MIKEL",2000,2013,"Deciduous Forest",146
"26542","MIKEL",2000,2013,"Evergreen Forest",20
"26543","MIKEL",2000,2013,"Mixed Forest",3368
"26544","MIKEL",2000,2013,"Grassland/Pasture",1156
"26545","MIKEL",2000,2013,"Woody Wetlands",5
"26546","MIKEL",2000,2014,"Background",2136
"26547","MIKEL",2000,2014,"Sorghum",723
"26548","MIKEL",2000,2014,"Spring Wheat",429
"26549","MIKEL",2000,2014,"Dbl Crop WinWht/Soybeans",9
"26550","MIKEL",2000,2014,"Rye",32
"26551","MIKEL",2000,2014,"Mustard",2003
"26552","MIKEL",2000,2014,"Alfalfa",89
"26553","MIKEL",2000,2014,"Dry Beans",2
"26554","MIKEL",2000,2014,"Switchgrass",275
"26555","MIKEL",2000,2014,"Forest",2
"26556","MIKEL",2000,2014,"Aquaculture",231
"26557","MIKEL",2000,2014,"Perennial Ice/Snow",670
"26558","MIKEL",2000,2014,"Developed/Open Space",233
"26559","MIKEL",2000,2014,"Developed/Low Intensity",26
"26560","MIKEL",2000,2014,"Developed/Med Intensity",8
"26561","MIKEL",2000,2014,"Developed/High Intensity",2813
"26562","MIKEL",2000,2014,"Deciduous Forest",174
"26563","MIKEL",2000,2014,"Evergreen Forest",3
"26564","MIKEL",2000,2014,"Mixed Forest",2859
"26565","MIKEL",2000,2014,"Grassland/Pasture",1234
"26566","MIKEL",2000,2014,"Woody Wetlands",6
"26567","MIKEL",2000,2015,"Background",1599
"26568","MIKEL",2000,2015,"Sorghum",1529
"26569","MIKEL",2000,2015,"Spring Wheat",252
"26570","MIKEL",2000,2015,"Rye",2
"26571","MIKEL",2000,2015,"Mustard",2191
"26572","MIKEL",2000,2015,"Alfalfa",19
"26573","MIKEL",2000,2015,"Onions",5
"26574","MIKEL",2000,2015,"Peas",1
"26575","MIKEL",2000,2015,"Switchgrass",5
"26576","MIKEL",2000,2015,"Shrubland",12
"26577","MIKEL",2000,2015,"Aquaculture",275
"26578","MIKEL",2000,2015,"Perennial Ice/Snow",682
"26579","MIKEL",2000,2015,"Developed/Open Space",220
"26580","MIKEL",2000,2015,"Developed/Low Intensity",22
"26581","MIKEL",2000,2015,"Developed/Med Intensity",9
"26582","MIKEL",2000,2015,"Developed/High Intensity",2829
"26583","MIKEL",2000,2015,"Deciduous Forest",173
"26584","MIKEL",2000,2015,"Evergreen Forest",14
"26585","MIKEL",2000,2015,"Mixed Forest",2634
"26586","MIKEL",2000,2015,"Grassland/Pasture",1469
"26587","MIKEL",2000,2015,"Woody Wetlands",9
"26588","MIKEL",2000,2015,"Pistachios",5
"26589","MIKEL",2000,2015,"Triticale",1
"26590","MIKEL",2000,2016,"Corn",1387
"26591","MIKEL",2000,2016,"Sorghum",1
"26592","MIKEL",2000,2016,"Soybeans",979
"26593","MIKEL",2000,2016,"Sweet Corn",1
"26594","MIKEL",2000,2016,"Barley",2
"26595","MIKEL",2000,2016,"Winter Wheat",1233
"26596","MIKEL",2000,2016,"Rye",7
"26597","MIKEL",2000,2016,"Oats",21
"26598","MIKEL",2000,2016,"Alfalfa",1999
"26599","MIKEL",2000,2016,"Other Hay/Non Alfalfa",40
"26600","MIKEL",2000,2016,"Dry Beans",60
"26601","MIKEL",2000,2016,"Cucumbers",7
"26602","MIKEL",2000,2016,"Clover/Wildflowers",2
"26603","MIKEL",2000,2016,"Sod/Grass Seed",4
"26604","MIKEL",2000,2016,"Fallow/Idle Cropland",19
"26605","MIKEL",2000,2016,"Barren",7
"26606","MIKEL",2000,2016,"Cherries",1
"26607","MIKEL",2000,2016,"Apples",1
"26608","MIKEL",2000,2016,"Open Water",262
"26609","MIKEL",2000,2016,"Developed/Open Space",680
"26610","MIKEL",2000,2016,"Developed/Low Intensity",214
"26611","MIKEL",2000,2016,"Developed/Med Intensity",35
"26612","MIKEL",2000,2016,"Developed/High Intensity",8
"26613","MIKEL",2000,2016,"Deciduous Forest",4078
"26614","MIKEL",2000,2016,"Evergreen Forest",166
"26615","MIKEL",2000,2016,"Mixed Forest",19
"26616","MIKEL",2000,2016,"Grassland/Pasture",1640
"26617","MIKEL",2000,2016,"Woody Wetlands",1074
